OriginalName,UpdatedName,Family,Order,Class,Phylum,Genus,Hemisphere,Latitude,Longitude,DevelopmentalMode,EggSize,PlanktonicTime,absLatitude,speed_annual,temperature_annual,Reference,ott_id
Strongylocentrotus inter,Strongylocentrotus intermedius,Strongylocentro,Echinoida,Echinoidea,Echinodermata,Strongylocentrotus,N,42,132,P,90,32.5,42,0.027145034,8.128600121,Mercier et al 2013,ott564714
Tetrapygus niger,Tetrapygus niger,Arbaciidae,Arbacioida,Echinoidea,Echinodermata,Tetrapygus,S,-33,-71,P,94.2,107,33,0.066749525,14.6225996,Mercier et al 2013,ott566761
Tripneustes gratilla,Tripneustes gratilla,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Tripneustes,N,27,33,P,90,18,27,0.387832071,25.39011002,Mercier et al 2013,ott43571
Lobophytum compactum,Lobophytum compactum,Alcyoniidae,Alcyonacea,Anthozoa,Cnidaria,Lobophytum,S,-18,146,L,631.85,5.5,18,0.257141842,26.75159073,Michalek-Wagner & Willis 2001,ott11325
Costasiella sp.,Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,25,-80,P,76.6,NA,25,1.304444019,26.89179039,Miles & Clark 2002,ott639889
Vermetus sp,Vermetus,Vermetidae,Mesogastropoda,Gastropoda,Mollusca,Vermetus,N,10,-69,L,240,1,10,0.244787466,27.00299072,Miloslavich & Penchaszadeh 1992,ott348005
Leodia sexiesperforata,Leodia sexiesperforata,Mellitidae,Clypeasteroida,Echinoidea,Echinodermata,Leodia,N,24,-80,P,200,5,24,0.147893152,26.96759033,Miner et al. 2005,ott3651071
Mellita tenuis,Mellita tenuis,Mellitidae,Clypeasteroida,Echinoidea,Echinodermata,Mellita,N,29,-83,P,125,10,29,0.194355911,22.07670021,Miner et al. 2005,ott3650890
Hydroides ezoensis,Hydroides ezoensis,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,N,35.178158,139,P,50,NA,35.178158,0.145500726,19.55449104,Miura & Kajihara 1984,ott327392
Florometra serratissima,Florometra serratissima,Antedonidae,Comatulida,Crinoida,Echinodermata,Florometra,N,48,-125,L,207,5,48,0.016401874,11.12270927,Mladenov & Chia 1983,ott816163
Ophiothrix oerstedii,Ophiothrix oerstedii,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,N,13,-59,L,250,4.3,13,0.069356002,27.54010963,Mladenov 1979,ott768174
Ophiocoma pumila,Ophiocoma pumila,Ophiocomidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiocoma,N,18,-77,P,73,90,18,0.120459857,27.76840973,Mladenov 1985a,ott669483
Ophiothrix suensonii,Ophiothrix (Acanthophiothrix) suensoni,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,N,13,-59,P,130,NA,13,0.069356002,27.54010963,Mladenov 1985b,ott768174
Conopea galeata,Conopea galeata,Archaeobalanida,Sessilia,Maxillopoda,Arthropoda,Conopea,N,33,-117,L,NA,11.5,33,0.188343445,17.45948982,Molenock & Gomez 1972,NA
Tegula funebralis,Tegula funebralis,Trochidae,Archaeogastropo,Gastropoda,Mollusca,Tegula,N,36,-121,L,190,5,36,0.053637051,13.29309082,Moran 1997,ott717805
Holopneustes purpurescen,Holopneustes purpurascens,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Holopneustes,S,-33,151,L,580,8,33,0.585780803,20.54590988,Morris 1995,ott9415
Ophiodromus pugettensis,Oxydromus pugettensis,Hesionidae,Phyllodocida,Polychaeta,Annelida,Oxydromus,N,38.24627,-123,L,100,NA,38.24627,0.165433632,11.53059006,Morris et al. 1980,ott4166884
Platynereis bicanalicula,Platynereis bicanalicula,Nereidae,Phyllodocida,Polychaeta,Annelida,Platynereis,N,38,-122,L,168,NA,38,0.078173553,13.09209061,Morris et al. 1980,ott268486
Euasterias troscheli,Evasterias troschelii,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Evasterias,N,50,-123,P,150,NA,50,0.040957509,10.82119083,Mortensen 1921,ott197639
Ophidiaster guildingii,Ophidiaster guildingi,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Ophidiaster,N,20,-61,P,115,NA,20,0.044976986,26.88670921,Mortensen 1921,ott761414
Polinices (Conuber) sord,Conuber sordidum,Naticidae,Neotaenioglossa,Gastropoda,Mollusca,Conuber,S,-21,153,P,250,NA,21,0.466508095,25.72969055,Murray 1964,ott943352
Clymenella torquata,Clymenella torquata,Maldanidae,,Polychaeta,Annelida,Clymenella,N,51.356346,1,L,280,NA,51.356346,0.175313729,11.81680012,Newell 1951,ott148575
Pectinaria koreni,Lagis koreni,Pectinariidae,Terebellida,Polychaeta,Annelida,Lagis,N,53,-3,P,63,NA,53,0.220461658,10.6304903,Nicolaidou 1983,ott4975358
Salmacina dysteri,Salmacina dysteri,Serpulidae,Sabellida,Polychaeta,Annelida,Salmacina,N,27,128,L,150,NA,27,0.039069915,24.96710968,Nishi & Yamasu 1992a,ott968520
Rhodopsis pusilla,Rhodopsis pusilla,Serpulidae,Sabellida,Polychaeta,Annelida,Rhodopsis,N,27,128,L,78,NA,27,0.039069915,24.96710968,Nishi & Yamasu 1992b,ott999802
Dexiospira foraminosa,Neodexiospira foraminosa,Spirorbidae,Sabellida,Polychaeta,Annelida,Neodexiospira,N,27,128,L,80,NA,27,0.039069915,24.96710968,Nishi & Yamasu 1992d,ott617646
Paraprotis dendrova,Paraprotis dendrova,Serpulidae,Sabellida,Polychaeta,Annelida,Paraprotis,N,27,128,L,87,NA,27,0.039069915,24.96710968,Nishi 1992; Nishi & Yamasu 1992c,ott54082
Peronella japonica,Peronella japonica,Laganidae,Clypeasteroida,Echinoidea,Echinodermata,Peronella,N,35,132,L,300,2,35,0.311764291,19.13350868,Okazaki & Dan 1954,ott3650810
Leitoscoloplos kerguelen,Leitoscoloplos kerguelensis,Orbiniidae,,Polychaeta,Annelida,Leitoscoloplos,N,43.053837,145,L,200,NA,43.053837,0.120237565,7.272409916,Okuda 1946,ott760483
Neanthes sp.,Neanthes,Nereidae,Phyllodocida,Polychaeta,Annelida,Neanthes,N,43.053837,145,L,280,NA,43.053837,0.120237565,7.272409916,Okuda 1946,ott563194
Spirorbis nipponicus,Neodexiospira alveolata,Spirorbidae,Sabellida,Polychaeta,Annelida,Neodexiospira,N,43.053837,145,L,175,NA,43.053837,0.120237565,7.272409916,Okuda 1946,ott617646
Chone ecaudata (as teres,Paradialychone ecaudata,Sabellidae,Sabellida,Polychaeta,Annelida,Paradialychone,N,43.053837,145,L,200,NA,43.053837,0.120237565,7.272409916,Okuda 1946,ott4987208
Potamilla myriopsis,Pseudopotamilla myriops,Sabellidae,Sabellida,Polychaeta,Annelida,Pseudopotamilla,N,43.053837,145,L,140,NA,43.053837,0.120237565,7.272409916,Okuda 1946,ott624591
Spio filicornis,Spio filicornis,Spionidae,Spionida,Polychaeta,Annelida,Spio,N,43.053837,145,L,300,NA,43.053837,0.120237565,7.272409916,Okuda 1946,ott317330
Phyllacanthus imperialis,Phyllacanthus imperialis,Cidaridae,Cidaroida,Echinoidea,Echinodermata,Phyllacanthus,S,-14,145,L,507,4,14,0.389974561,26.9333992,Olson et al 1993,ott754483
Echinometra mathaei,Echinometra mathaei,Echinometridae,Echinoida,Echinoidea,Echinodermata,Echinometra,N,36,136,P,NA,40,36,0.343598613,17.91299057,Onoda 1936,ott631177
Anthocidaris crassispina,Heliocidaris crassispina,Echinometridae,Echinoida,Echinoidea,Echinodermata,Heliocidaris,N,34,136,P,90,37,34,0.133242163,20.75889015,Onoda 1936,ott146857
Mespilia globulus,Mespilia globulus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Mespilia,N,34,136,P,80,35,34,0.133242163,20.75889015,Onoda 1936,ott335255
Cypraea caputdraconis,Monetaria caputdraconis,Cypraeidae,Mesogastropoda,Gastropoda,Mollusca,Monetaria,S,-27,-109,P,112,NA,27,0.017834284,22.47299957,Osorio et al. 1992,ott190593
Ophryotrocha cosmetandra,Ophryotrocha cosmetandra,Dorvilleidae,Eunicida,Polychaeta,Annelida,Ophryotrocha,N,69.648491,19,L,350,NA,69.648491,0.0395933,6.084489822,Oug 1990,NA
Hymenaster membranaceus,Hymenaster pellucidus,Pterasteridae,Spinulodisa,Asteroidea,Echinodermata,Hymenaster,N,50,-11,L,1100,NA,50,0.073292704,13.10670948,Pain et al. 1982,ott32680
Hymenaster gennaeus,Hymenaster rex,Pterasteridae,Spinulodisa,Asteroidea,Echinodermata,Hymenaster,N,50,-11,L,1200,NA,50,0.073292704,13.10670948,Pain et al. 1982,ott32680
Antipathes fiordensis,Antipathella fiordensis,Antipathida,Antipatharia,Anthozoa,Cnidaria,Antipathella,S,-45,167,P,120,NA,45,0.365241075,13.37790012,Parker et al. 1997,ott791344
Pecten maximus,Pecten maximus,Pectinidae,Osteroida,Bivalvia,Mollusca,Pecten,N,48,-4,P,66.13,26,48,0.12954893,13.6171999,Paulet et al 1988,ott449047
Onuphis mariahirsuta,Hirsutonuphis mariahirsuta,Onuphidae,Eunicida,Polychaeta,Annelida,Hirsutonuphis,S,-33,151.300449,L,230,NA,33,0.585780803,20.54590988,Paxton 1979,ott4979887
Onuphis taeniata,Kinbergonuphis taeniata,Onuphidae,Eunicida,Polychaeta,Annelida,Kinbergonuphis,S,-33,151.300449,L,230,NA,33,0.585780803,20.54590988,Paxton 1979,ott4979979
Polinices lewisii,Neverita lewisii,Naticidae,Mesogastropoda,Gastropoda,Mollusca,Neverita,N,49,-123,P,250,35,49,0.220556316,10.03800964,Pederson & Page 2000,ott420481
Arctinoe vittata,Arctonoe vittata,Polynoidae,Phyllodocida,Polychaeta,Annelida,Arctonoe,N,48.537522,-123,P,80,NA,48.537522,0.220556316,9.867109299,Pernet 1999,ott718759
Arctinoe fragilis,Arctonoe fragilis,Polynoidae,Phyllodocida,Polychaeta,Annelida,Arctonoe,N,48.537522,-123,P,80,NA,48.537522,0.220556316,9.867109299,Pernet 1999,ott718759
Arctonoe vittata,Arctonoe vittata,Polynoidae,Phyllodocida,Polychaeta,Annelida,Arctonoe,N,42,132,P,83,NA,42,0.027145034,8.128600121,Pernet 1999,ott718759
Arctinoe pulchra,Arctonoe pulchra,Polynoidae,Phyllodocida,Polychaeta,Annelida,Arctonoe,N,48.537522,-123,P,80,NA,48.537522,0.220556316,9.867109299,Pernet 1999,ott718759
Conus obscurus,Conus obscurus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,147,NA,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus leopardus,Conus leopardus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,230,NA,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus ebraeus,Conus ebraeus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,170,NA,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus pertusus,Conus pertusus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,132,NA,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus lividus,Conus lividus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,150,50,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus marmoreus,Conus marmoreus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,344,10,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus textile,Conus textile,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,260,16,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus sponsalis nanus,Conus sponsalis,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,135,NA,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus abbreviatus,Conus abbreviatus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,170,32,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus striatus,Conus striatus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,250,20,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus quercinus,Conus quercinus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,190,30,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus flavidus,Conus flavidus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,180,23,21,0.111114649,25.24470901,Perron 1981,ott126315
Conus rattus,Conus rattus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-4,55,P,120,NA,4,0.019371393,27.92080879,Perron 1981,ott126315
Conus pulicarius,Conus pulicarius,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-14,145,P,150,NA,14,0.389974561,26.9333992,Perron 1981,ott126315
Marphysa borradailei,Marphysa borradailei,Eunicidae,Eunicida,Polychaeta,Annelida,Marphysa,N,7,80,L,170,NA,7,0.201992295,28.06871033,Pillai 1958,ott260032
Sclerasterias mollis,Sclerasterias mollis,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Sclerasterias,S,-45,170,P,123.5,NA,45,0.176604439,10.92850971,Poorbagher et al. 2010,ott173130
Acropora millepora,Acropora millepora,Acroporidae,Scleractinia,Anthozoa,Cnidaria,Acropora,S,-18,146,L,541,NA,18,0.257141842,26.75159073,Pratchett et al. 2002,ott712401
Acropora humilis,Acropora humilis,Acroporidae,Scleractinia,Anthozoa,Cnidaria,Acropora,S,-18,146,L,532,NA,18,0.257141842,26.75159073,Pratchett et al. 2002,ott712401
Meridiastra gunnii,Meridiastra gunnii,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Meridiastra,S,-35,138,L,431,NA,35,0.184791095,17.22859001,Prowse et al. 2008,ott658924
Meridiastra oriens,Meridiastra oriens,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Meridiastra,S,-33,115,L,399,NA,33,0.563703635,20.26589966,Prowse et al. 2008,ott658924
Meridiastra mortenseni,Meridiastra mortenseni,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Meridiastra,S,-36,174,P,239,NA,36,0.091147681,17.83588982,Prowse et al. 2008,ott658924
Meridiastra calcar,Meridiastra calcar,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Meridiastra,S,-33,115,L,415,NA,33,0.563703635,20.26589966,Prowse et al. 2008,ott658924
Parvulastra exigua,Parvulastra exigua,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Parvulastra,S,-33,115,L,384,NA,33,0.563703635,20.26589966,Prowse et al. 2008,ott881870
Nerita atramentosa,Nerita atramentosa,Neritidae,Mesogastropoda,Gastropoda,Mollusca,Nerita,S,-33,151,P,140,NA,33,0.585780803,20.54590988,Przeslawski 2008,ott829979
Raphidrilus nemasoma,Raphidrilus nemasoma,Ctenodrilidae,Terebellida,Polychaeta,Annelida,Raphidrilus,N,48.835063,-125,L,135,NA,48.835063,0.040957509,10.50179005,Qian & Chia 1989,ott4975852
Polydora rickettsi,Polydora rickettsi,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-39,-73,L,100,NA,39,0.24873594,12.88350964,Radashevsky & Cárdenas 2004,ott918307
Laonice petersenae,Laonice brevicornis,Spionidae,Spionida,Polychaeta,Annelida,Laonice,S,-25,-48,P,200,NA,25,0.302711934,22.77589035,Radashevsky & Lana 2009,ott568402
Laonice branchiata,Laonice branchiata,Spionidae,Spionida,Polychaeta,Annelida,Laonice,S,-25,-48,P,200,NA,25,0.302711934,22.77589035,Radashevsky & Lana 2009,ott568402
Pseudopolydora rosebelae,Pseudopolydora rosebelae,Spionidae,Spionida,Polychaeta,Annelida,Pseudopolydora,S,-23,-45,L,150,NA,23,0.325882271,23.53919029,Radashevsky & Migotto 2009,ott328224
Dipolydora armata,Dipolydora armata,Spionidae,Spionida,Polychaeta,Annelida,Dipolydora,S,-23,-45,L,90,NA,23,0.325882271,23.53919029,Radashevsky & Nogueira 2003,ott382879
Polydora uncinata,Polydora hoplura,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-29,-71,L,175,NA,29,0.189988427,14.66839027,Radashevsky & Olivaves 2005,ott918307
Polydora calcarea,Polydora calcarea,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,42,132,L,99,NA,42,0.027145034,8.128600121,Radashevsky 1986,ott918307
Polydora spongicola,Polydora spongicola,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,42,132,L,120,NA,42,0.027145034,8.128600121,Radashevsky 1988,ott918307
Dipolydora commensalis,Dipolydora commensalis,Spionidae,Spionida,Polychaeta,Annelida,Dipolydora,N,42,132,L,135,NA,42,0.027145034,8.128600121,Radashevsky 1989,ott382879
Polydora glycymerica,Polydora glycymerica,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,42,132,L,135,NA,42,0.027145034,8.128600121,Radashevsky 1989,ott918307
Polydora curiosa,Polydora curiosa,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,43,146,L,330,NA,43,0.253851782,7.105989933,Radashevsky 1994,ott918307
Polydora ligni,Polydora cornuta,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,43.691708,-70,P,120,NA,43.691708,0.050230938,9.315690041,Radashevsky 2005,ott918307
Polydora cornuta,Polydora cornuta,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-25,-48,L,110,NA,25,0.302711934,22.77589035,Radashevsky 2005,ott918307
Rhynchospio nhatrangi,Rhynchospio nhatrangi,Spionidae,Spionida,Polychaeta,Annelida,Rhynchospio,N,12,109,L,120,NA,12,0.728665869,27.01679039,Radashevsky 2007,ott4976597
Polydora carinhosa,Polydora carinhosa,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-25,-48,L,110,NA,25,0.302711934,22.77589035,Radashevsky et al. 2006a,ott918307
Polydora ecuadoriana,Polydora ecuadoriana,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-25,-48,L,110,NA,25,0.302711934,22.77589035,Radashevsky et al. 2006a,ott918307
Prionospio patagonica,Prionospio patagonica,Spionidae,Spionida,Polychaeta,Annelida,Prionospio,S,-39,-73,P,92,NA,39,0.24873594,12.88350964,Radashevsky et al. 2006b,ott275106
Holothuria scabra,Holothuria (Metriatyla) scabra,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,S,-8,157,P,156.4,15.5,8,0.053644583,29.17811012,Ramofafia et al 2003,ott924443
Actinopyga mauritiana,Actinopyga mauritiana,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Actinopyga,S,-9,159,P,156.4,NA,9,0.137619465,29.08510971,Ramofafia et al. 2003,ott957430
Heteromastus filiformis,Heteromastus filiformis,Capitellidae,,Polychaeta,Annelida,Heteromastus,N,45.073521,-67,P,110,NA,45.073521,0.226419579,7.355999947,Rasmussen 1956,ott849195
Magalia perarmata,Syllidia armata,Hesionidae,Phyllodocida,Polychaeta,Annelida,Syllidia,N,55,11,L,58,NA,55,0.031193264,9.359490395,Rasmussen 1956,ott64306
Nereis falcaria,Nereis falcaria,Nereidae,Phyllodocida,Polychaeta,Annelida,Nereis,S,-41,174.726563,L,380,NA,41,0.111596811,13.47710991,Read 1974,ott305738
Neanthes caudata,Neanthes acuminata,Nereidae,Phyllodocida,Polychaeta,Annelida,Neanthes,N,33,-117,P,470,NA,33,0.188343445,17.45948982,Reish 1957,ott563194
Dorvillea rudolphi,Schistomeringos rudolphi,Dorvilleidae,Eunicida,Polychaeta,Annelida,Schistomeringos,N,38.24627,-123,L,110,NA,38.24627,0.165433632,11.53059006,Richards 1967,ott141784
Schistomeringos rudolphi,Schistomeringos rudolphi,Dorvilleidae,Eunicida,Polychaeta,Annelida,Schistomeringos,N,34,-118,P,100,8,34,0.142537474,17.26959991,Richards 1967,ott141784
Dendronotus albopunctatu,Dendronotus albopunctatus,Dendronotidae,Nudibranchia,Gastropoda,Mollusca,Dendronotus,N,48,-122,P,108,NA,48,0.136874763,10.07400036,Robilliard 1972,ott553083
Platynereis bicanaculata,Platynereis bicanaliculata,Nereidae,Phyllodocida,Polychaeta,Annelida,Platynereis,N,48.537522,-123,L,130,NA,48.537522,0.220556316,9.867109299,Roe 1975,ott268486
Phialidium gregarium,Clytia gregaria,Campanulariidae,Hydroida,Hydrozoa,Cnidaria,Clytia,N,48,-123,P,173,7.5,48,0.136874763,9.787690163,Roosen-Runge 1970,ott259585
Austraeolis ornata,Austraeolis ornata,Glaucidae,Nudibranchia,Gastropoda,Mollusca,Austraeolis,S,-33,151,P,78,NA,33,0.585780803,20.54590988,Rose 1985,ott1098435
Bornella digitata,Bornella stellifera,Bornellidae,Nudibranchia,Gastropoda,Mollusca,Bornella,S,-33,151,L,160,NA,33,0.585780803,20.54590988,Rose 1985,ott1092239
Bullina lineata,Bullina lineata,Bullinidae,Cephalaspidea,Gastropoda,Mollusca,Bullina,S,-33,151,P,67,NA,33,0.585780803,20.54590988,Rose 1985,ott272323
Hoplodoris nodulosa,Carminodoris nodulosa,Dorididae,Nudibranchia,Gastropoda,Mollusca,Carminodoris,S,-33,151,L,139,NA,33,0.585780803,20.54590988,Rose 1985,ott2876334
Chelidonura hirundinina,Chelidonura hirundinina,Aglajidae,Cephalaspidea,Gastropoda,Mollusca,Chelidonura,S,-14,145,P,58.5,NA,14,0.389974561,26.9333992,Rose 1985,ott823227
Chelidonura inornata,Chelidonura inornata,Aglajidae,Cephalaspidea,Gastropoda,Mollusca,Chelidonura,S,-14,145,P,55,NA,14,0.389974561,26.9333992,Rose 1985,ott823227
Dendrodoris nigra (form,Dendrodoris nigra,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,125,NA,33,0.585780803,20.54590988,Rose 1985,ott57709
Dendrodoris nigra (form,Dendrodoris nigra,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,75,NA,33,0.585780803,20.54590988,Rose 1985,ott57709
Dendrodoris gemmacea,Dendrodoris krusensternii,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,105,NA,33,0.585780803,20.54590988,Rose 1985,ott57709
Dendrodoris nigra (form,Dendrodoris nigra,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,125,NA,33,0.585780803,20.54590988,Rose 1985,ott57709
Dendrodoris nigra (form,Dendrodoris nigra,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,75,NA,33,0.585780803,20.54590988,Rose 1985,ott57709
Discodoris palma,Discodoris palma,Discodorididae,,Gastropoda,Mollusca,Discodoris,S,-33,151,P,75,NA,33,0.585780803,20.54590988,Rose 1985,ott662110
Casella atromarginata,Doriprismatica atromarginata,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Doriprismatica,S,-33,151,P,132,NA,33,0.585780803,20.54590988,Rose 1985,ott572198
Elysia maoria,Elysia maoria,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-33,151,P,70,NA,33,0.585780803,20.54590988,Rose 1985,ott322154
Elysia australis,Elysia australis,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-33,151,P,64,NA,33,0.585780803,20.54590988,Rose 1985,ott322154
Hydatina physis,Hydatina physis,Aplustridae,,Gastropoda,Mollusca,Hydatina,S,-33,151,P,75,NA,33,0.585780803,20.54590988,Rose 1985,ott674163
Jorunna sp.,Jorunna,Dorididae,Nudibranchia,Gastropoda,Mollusca,Jorunna,S,-33,151,P,74,NA,33,0.585780803,20.54590988,Rose 1985,ott32022
Jorunna pantherina,Jorunna pantherina,Dorididae,Nudibranchia,Gastropoda,Mollusca,Jorunna,S,-33,151,P,77,NA,33,0.585780803,20.54590988,Rose 1985,ott32022
Nembrotha sp.,Nembrotha,Polyceridae,Nudibranchia,Gastropoda,Mollusca,Nembrotha,S,-33,151,P,62,NA,33,0.585780803,20.54590988,Rose 1985,ott119022
Oxynoe viridis,Oxynoe viridis,Oxynoidae,Sacoglossa,Gastropoda,Mollusca,Oxynoe,S,-33,151,P,56,NA,33,0.585780803,20.54590988,Rose 1985,ott588314
Plocamopherus imperialis,Plocamopherus imperialis,Polyceridae,Nudibranchia,Gastropoda,Mollusca,Plocamopherus,S,-33,151,P,NA,NA,33,0.585780803,20.54590988,Rose 1985,ott917809
Rostanga muscula,Rostanga muscula,Dorididae,Nudibranchia,Gastropoda,Mollusca,Rostanga,S,-33,151,P,70,NA,33,0.585780803,20.54590988,Rose 1985,ott779149
Sclerodoris apiculata,Sclerodoris apiculata,Dorididae,Nudibranchia,Gastropoda,Mollusca,Sclerodoris,S,-33,151,P,77,NA,33,0.585780803,20.54590988,Rose 1985,ott2876265
Fabricinula trilobata,Fabricinuda trilobata,Sabellidae,Sabellida,Polychaeta,Annelida,Fabricinuda,N,27,-80,L,103,NA,27,1.475588376,26.87420082,Rouse & Fitzhugh 1994,ott438514
Amphiglena nathae,Amphiglena nathae,Sabellidae,Sabellida,Polychaeta,Annelida,Amphiglena,S,-9,46.417236,L,130,NA,9,0.283761606,27.06888962,Rouse & Gambi 1998,ott702959
Amphiglena terebro,Amphiglena terebro,Sabellidae,Sabellida,Polychaeta,Annelida,Amphiglena,S,-33,151,L,237,NA,33,0.585780803,20.54590988,Rouse 1993,ott702959
Perkinsiana riwo,Aracia riwo,Sabellidae,Sabellida,Polychaeta,Annelida,Aracia,S,-5,145.800419,L,200,NA,5,0.40838437,28.97249031,Rouse 1996,ott4987264
Berthelinia ganapati,Berthelinia ganapati,Juliidae,Sacoglossa,Gastropoda,Mollusca,Berthelinia,N,15,80,P,50,NA,15,0.064944235,28.26601028,Sarma 1975,ott5719938
Polydora variegata,Polydora variegata,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,44,144,P,160,NA,44,0.509563383,6.576089859,Sato-Okoshi et al. 1990,ott918307
Echinaster morph 1,Echinaster,Echinoasteridae,Spinulosida,Asteroidea,Echinodermata,Echinaster,N,27,-82,L,840,NA,27,0.107439493,24.29841042,Scheibling & Lawrence 1982,ott893170
Hydroides dianthus,Hydroides dianthus,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,N,41.514747,-71,P,45,5,41.514747,0.071645968,11.21480942,Scheltema et al 1981,ott327392
Hermaea bifida,Hermaea bifida,Hermaeidae,Sacoglossa,Gastropoda,Mollusca,Hermaea,N,40,0,P,48,NA,40,0.145182515,18.75199127,Schmekel & Portmann 1982,ott231028
Littorina planaxis,Littorina keenae,Vespoidea,Neotaenioglossa,Gastropoda,Mollusca,Littorina,N,33,-118,P,90,NA,33,0.018636925,17.13749123,Schmitt 1979,ott622240
Anthophiura ingolfi,Anthophiura ingolfi,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Anthophiura,N,39,-70,L,300,NA,39,0.065572906,17.76619911,Schoener 1972,ott3655439
Ophiomusium lymani,Ophiomusa lymani,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Ophiomusa,N,39,-70,L,600,NA,39,0.065572906,17.76619911,Schoener 1972,NA
Nereimyra punctata,Nereimyra punctata,Hesionidae,Phyllodocida,Polychaeta,Annelida,Nereimyra,N,59.474384,10,P,100,NA,59.474384,0.157437,9.339609146,Schram & Haaland 1984,ott253847
Pomatoceros triqueter,Spirobranchus triqueter,Serpulidae,Sabellida,Polychaeta,Annelida,Spirobranchus,N,54.498758,-1,P,75,21,54.498758,0.081551171,9.936690331,Segrove 1941,ott906173
Loimia medusa,Loimia medusa,Terebellidae,Terebellida,Polychaeta,Annelida,Loimia,N,39.400122,-76,P,180,30,39.400122,0.004972823,13.88989067,Seitz & Schaffer,ott674704
