"","SciName","PLD","database","Family_aqua","Family_fishbase","Family_marshall"
"298","Sparisoma viride",57,"Fish and Inverts (Ramesh)","Scaridae","Scaridae",NA
"299","Spondyliosoma cantharus",33.7,"Fish and Inverts (Ramesh)","Sparidae","Sparidae",NA
"300","Stegastes fasciolatus",34.5,"Fish and Inverts (Ramesh)","Pomacentridae","Pomacentridae",NA
"301","Stegastes leucostictus",24.5,"Fish and Inverts (Ramesh)","Pomacentridae","Pomacentridae",NA
"302","Stegastes nigricans",24,"Fish and Inverts (Ramesh)","Pomacentridae","Pomacentridae",NA
"303","Stegastes nigricans",24,"Fish and Inverts (Ramesh)","Pomacentridae","Pomacentridae",NA
"304","Thalassoma bifasciatum",45,"Fish and Inverts (Ramesh)","Labridae","Labridae",NA
"305","Thalassoma bifasciatum",49.3,"Fish and Inverts (Ramesh)","Labridae","Labridae",NA
"306","Trachinus draco",12.9,"Fish and Inverts (Ramesh)","Trachinidae","Trachinidae",NA
"307","Trigla lucerna",19.1,"Fish and Inverts (Ramesh)",NA,NA,NA
"308","Mustelus NA",0,"Fish and Inverts (Ramesh)",NA,NA,NA
"309","Sphyrna NA",0,"Fish and Inverts (Ramesh)",NA,NA,NA
"310","Carcharhinus NA",0,"Fish and Inverts (Ramesh)",NA,NA,NA
"311","Acanthaster planci",21,"Fish and Inverts (Ramesh)","Acanthasteridae",NA,"Acanthasteridae"
"312","Luidia foliolata",100.5,"Fish and Inverts (Ramesh)","Luidiidae",NA,"Luidiidae"
"313","Patiriella calcar",10,"Fish and Inverts (Ramesh)",NA,NA,NA
"314","Patiriella exigua",0,"Fish and Inverts (Ramesh)",NA,NA,NA
"315","Pisaster ochraceus",152,"Fish and Inverts (Ramesh)","Asteriidae",NA,"Asteriidae"
"316","Pycnopodia helianthoides",118,"Fish and Inverts (Ramesh)","Asteriidae",NA,"Asteriidae"
"317","Allocentrotus fragilis",196.5,"Fish and Inverts (Ramesh)",NA,NA,NA
"318","Brisaster latifrons",117,"Fish and Inverts (Ramesh)","Schizasteridae",NA,"Schizasteridae"
"319","Dendraster excentricus",115,"Fish and Inverts (Ramesh)","Dendrasteridae",NA,"Dendrasteridae"
"320","Echinometra lucunter",14,"Fish and Inverts (Ramesh)","Echinometridae",NA,"Echinometridae"
"321","Heliocidaris erythrogramma",3.5,"Fish and Inverts (Ramesh)",NA,NA,"Echinometridae"
"322","Heliocidaris tuberculata",21,"Fish and Inverts (Ramesh)","Echinometridae",NA,"Echinometridae"
"323","Paracentrotus lividus",30,"Fish and Inverts (Ramesh)","Parechinidae",NA,NA
"324","Slrongylocentrotus droebachiensis",101.5,"Fish and Inverts (Ramesh)",NA,NA,NA
"325","Slrongylocentrotus franciscanus",96.5,"Fish and Inverts (Ramesh)",NA,NA,NA
"326","Slrongylocentrotus pallidus",63,"Fish and Inverts (Ramesh)",NA,NA,NA
"327","Strongylocentrotus droebachiens",88,"Fish and Inverts (Ramesh)",NA,NA,NA
"328","Strongylocentrotus franciscanus",100,"Fish and Inverts (Ramesh)",NA,NA,NA
"329","Strongylocentrotus purpuratus",60,"Fish and Inverts (Ramesh)","Strongylocentrotidae",NA,"Strongylocentro"
"330","Strongylocentrotus purpuratus",88,"Fish and Inverts (Ramesh)","Strongylocentrotidae",NA,"Strongylocentro"
"331","Cucumaria miniata",12,"Fish and Inverts (Ramesh)","Cucumariidae",NA,NA
"332","Cucumaria pseudocurata",0,"Fish and Inverts (Ramesh)",NA,NA,NA
"333","Holothuria nobilis",28,"Fish and Inverts (Ramesh)","Holothuriidae",NA,NA
"334","Parastichopus californicus",71,"Fish and Inverts (Ramesh)",NA,NA,NA
"335","Ophiopholis aculeata",149.5,"Fish and Inverts (Ramesh)","Ophiopholidae",NA,"Ophiactidae"
"336","Crassostrea virginica",17.5,"Fish and Inverts (Ramesh)","Ostreidae",NA,NA
"337","Mytilus chilensis",45,"Fish and Inverts (Ramesh)",NA,NA,NA
"338","Ostrea edulis",10,"Fish and Inverts (Ramesh)","Ostreidae",NA,NA
"339","Panopea abrupta",32,"Fish and Inverts (Ramesh)","Hiatellidae",NA,NA
"340","Panopea abrupta",32,"Fish and Inverts (Ramesh)","Hiatellidae",NA,NA
"341","Pecten jacobaeus",24.5,"Fish and Inverts (Ramesh)","Pectinidae",NA,NA
"342","Pecten maximus",24.5,"Fish and Inverts (Ramesh)","Pectinidae",NA,"Pectinidae"
"343","Tridacna derasa",8.5,"Fish and Inverts (Ramesh)","Cardiidae",NA,NA
"344","Tridacna gigas",8.5,"Fish and Inverts (Ramesh)","Cardiidae",NA,NA
"345","Tridacna maxima",8.5,"Fish and Inverts (Ramesh)","Cardiidae",NA,NA
"346","Tridacna maxima",8.5,"Fish and Inverts (Ramesh)","Cardiidae",NA,NA
"347","Adalaria proxima",1.5,"Fish and Inverts (Ramesh)","Onchidorididae",NA,NA
"348","Aplysia californica",35,"Fish and Inverts (Ramesh)","Aplysiidae",NA,"Anaspidea"
"349","Bedeva hanleyi",0,"Fish and Inverts (Ramesh)",NA,NA,NA
"350","Buccinum undatum",0,"Fish and Inverts (Ramesh)","Buccinidae",NA,NA
"351","Cellana ornata",7,"Fish and Inverts (Ramesh)",NA,NA,NA
"352","Cellana radians",7,"Fish and Inverts (Ramesh)",NA,NA,NA
"353","Cominella lineolata",0,"Fish and Inverts (Ramesh)",NA,NA,NA
"354","Cuthona adyarensis",13.83,"Fish and Inverts (Ramesh)",NA,NA,NA
"355","Dolabella aunculana",131.06,"Fish and Inverts (Ramesh)",NA,NA,NA
"356","Goniodoris nodosa",80.5,"Fish and Inverts (Ramesh)",NA,NA,NA
"357","Haliotis cracherodii",7.5,"Fish and Inverts (Ramesh)","Haliotidae",NA,NA
"358","Haliotis midae",6,"Fish and Inverts (Ramesh)","Haliotidae",NA,NA
"359","Littorina littorea",35,"Fish and Inverts (Ramesh)","Littorinidae",NA,NA
"360","Littorina saxatilis",0,"Fish and Inverts (Ramesh)","Littorinidae",NA,NA
"361","Morula marginalba",31.5,"Fish and Inverts (Ramesh)",NA,NA,NA
"362","Salmacis bicolor",23,"Inverts (Marshall)",NA,NA,"Temnopleuridae"
"363","Macrophiothrix lorioli",23,"Inverts (Marshall)",NA,NA,"Ophiotricidae"
"364","Macrophiothrix belli",3,"Inverts (Marshall)",NA,NA,"Ophiotricidae"
"365","Macrophiothrix longipeda",14,"Inverts (Marshall)","Ophiotrichidae",NA,"Ophiotricidae"
"366","Macrophiothrix rhabdota",6.88,"Inverts (Marshall)",NA,NA,"Ophiotricidae"
"367","Macrophiothrix nereidina",2.95,"Inverts (Marshall)","Ophiotrichidae",NA,"Ophiotricidae"
"368","Macrophiothrix koehleri",32,"Inverts (Marshall)","Ophiotrichidae",NA,"Ophiotricidae"
"369","Macrophiothrix caenosa",5,"Inverts (Marshall)",NA,NA,"Ophiotricidae"
"370","Asthenosoma ijimai",21,"Inverts (Marshall)",NA,NA,"Echinothuriidae"
"371","Crepidula plana",13,"Inverts (Marshall)","Calyptraeidae",NA,"Calyptraeidae"
"372","Leitoscoloplos fragilis",4,"Inverts (Marshall)",NA,NA,"Orbiniidae"
"373","Echinaster echinophorus",6,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"374","Echinaster echinophorus",6,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"375","Echinaster echinophorus",6,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"376","Echinaster echinophorus",6,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"377","Echinaster echinophorus",6,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"378","Echinaster echinophorus",6,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"379","Echinaster echinophorus",6,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"380","Echinaster echinophorus",6,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"381","Coscinasterias calamaria",27,"Inverts (Marshall)",NA,NA,"Asteriidae"
"382","Stichaster australis",38,"Inverts (Marshall)",NA,NA,"Asteriidae"
"383","Strongylocentrotus purpuratus",51,"Inverts (Marshall)","Strongylocentrotidae",NA,"Strongylocentro"
"384","Melibe leonina",38,"Inverts (Marshall)",NA,NA,"Tethydidae"
"385","Mediaster aequalis",33,"Inverts (Marshall)","Goniasteridae",NA,"Goniasteridae"
"386","Pseudopolydora kempi",2,"Inverts (Marshall)","Spionidae",NA,"Spionidae"
"387","Marenzelleria viridis",12,"Inverts (Marshall)",NA,NA,"Spionidae"
"388","Sabellastarte spectabilis",6.67,"Inverts (Marshall)","Sabellidae",NA,"Sabellidae"
"389","Cryptasterina pentagona",6,"Inverts (Marshall)","Asterinidae",NA,"Asterinidae"
"390","Cryptasterina pentagona",6,"Inverts (Marshall)","Asterinidae",NA,"Asterinidae"
"391","Aplysia californica",35,"Inverts (Marshall)","Aplysiidae",NA,"Anaspidea"
"392","Hydroides elegans",4.5,"Inverts (Marshall)","Serpulidae",NA,"Serpulidae"
"393","Rostanga pulchra",35,"Inverts (Marshall)",NA,NA,"Rostangidae"
"394","Ophiarachnella gorgonia",2.5,"Inverts (Marshall)","Ophiodermatidae",NA,"Ophiodermatidae"
"395","Odostomia columbiana",70,"Inverts (Marshall)",NA,NA,"Odostomiidae"
"396","Crepipatella lingulata",38,"Inverts (Marshall)",NA,NA,"Calyptraeidae"
"397","Crepidula incurva",17,"Inverts (Marshall)",NA,NA,"Calyptraeidae"
"398","Crepidula lessoni",17,"Inverts (Marshall)",NA,NA,"Calyptraeidae"
"399","Crepidula onyx",23,"Inverts (Marshall)",NA,NA,"Calyptraeidae"
"400","Crepidula marginalis",19.5,"Inverts (Marshall)",NA,NA,"Calyptraeidae"
"401","Crucibulum",22,"Inverts (Marshall)",NA,NA,"Calyptraeidae"
"402","Amphibalanus amphitrite",8,"Inverts (Marshall)","Balanidae",NA,"Balanidae"
"403","Dipolydora giardi",25,"Inverts (Marshall)",NA,NA,"Spionidae"
"404","Scolelepis fulginosa",34,"Inverts (Marshall)",NA,NA,""
"405","Myxicola infundibulum",6.5,"Inverts (Marshall)","Sabellidae",NA,"Sabellidae"
"406","Evechinus chloroticus",31.3,"Inverts (Marshall)",NA,NA,"Echinometridae"
"407","Encope michelini",14,"Inverts (Marshall)","Mellitidae",NA,"Mellitidae"
"408","Encope michelini",14,"Inverts (Marshall)","Mellitidae",NA,"Mellitidae"
"409","Austromegabalanus nigrescens",18,"Inverts (Marshall)",NA,NA,"Balanidae"
"410","Heliocidaris tuberculata",30,"Inverts (Marshall)","Echinometridae",NA,"Echinometridae"
"411","Clypeaster subdepressus",16,"Inverts (Marshall)","Clypeasteridae",NA,"Clypeasteridae"
"412","Clypeaster rosaceus",7,"Inverts (Marshall)",NA,NA,"Clypeasteridae"
"413","Echinometra lucunter",23,"Inverts (Marshall)","Echinometridae",NA,"Echinometridae"
"414","Echinometra vanbrunti",18,"Inverts (Marshall)","Echinometridae",NA,"Echinometridae"
"415","Tridacna squamosa",11,"Inverts (Marshall)","Cardiidae",NA,"Tridacnidae"
"416","Acteocina canaliculata",6.5,"Inverts (Marshall)",NA,NA,"Cylichnidae"
"417","Asterias rubens",52.5,"Inverts (Marshall)","Asteriidae",NA,"Asteriidae"
"418","Crossaster papposus",19,"Inverts (Marshall)","Solasteridae",NA,"Solasteridae"
"419","Arbacia lixula",26,"Inverts (Marshall)","Arbaciidae",NA,"Arbaciidae"
"420","Haminoea vesicula",32,"Inverts (Marshall)",NA,NA,"Atyidae"
"421","Pycnopodia helianthoides",65,"Inverts (Marshall)","Asteriidae",NA,"Asteriidae"
"422","Scottolana canadensis",5,"Inverts (Marshall)",NA,NA,"Canuellidae"
"423","Strongylocentrotus droebachiensis",36.5,"Inverts (Marshall)","Strongylocentrotidae",NA,"Strongylocentro"
"424","Brisaster latifrons",35,"Inverts (Marshall)","Schizasteridae",NA,"Schizasteridae"
"425","Echinarachnius parma",32,"Inverts (Marshall)","Echinarachniidae",NA,"Echinarachniida"
"426","Corambe steinbergae",34,"Inverts (Marshall)",NA,NA,"Corambidae"
"427","Corambe obscura",13,"Inverts (Marshall)",NA,NA,"Corambidae"
"428","Phidiana lynceus",7,"Inverts (Marshall)","Facelinidae",NA,"Phidianidae"
"429","Tritonia hombergii",43,"Inverts (Marshall)",NA,NA,"Tritoniidae"
"430","Acanthaster planci",38,"Inverts (Marshall)","Acanthasteridae",NA,"Acanthasteridae"
"431","Encope michelini",7,"Inverts (Marshall)","Mellitidae",NA,"Mellitidae"
"432","Encope michelini",7,"Inverts (Marshall)","Mellitidae",NA,"Mellitidae"
"433","Astropecten aranciacus",80,"Inverts (Marshall)","Astropectinidae",NA,"Astropectinidae"
"434","Aquilonastra burtoni",5,"Inverts (Marshall)","Asterinidae",NA,"Asterinidae"
"435","Arachnoides placenta",10,"Inverts (Marshall)","Clypeasteridae",NA,"Arachnoididae"
"436","Aquilonastra batheri",10,"Inverts (Marshall)",NA,NA,"Asterinidae"
"437","Echinaster echinophorus",10,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"438","Echinaster echinophorus",10,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"439","Echinaster echinophorus",10,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"440","Echinaster echinophorus",10,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"441","Echinaster echinophorus",10,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"442","Echinaster echinophorus",10,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"443","Echinaster echinophorus",10,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"444","Echinaster echinophorus",10,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"445","Ameritella mitchelli",6.5,"Inverts (Marshall)",NA,NA,"Tellinidae"
"446","Conus canonicus",21,"Inverts (Marshall)","Conidae",NA,"Conidae"
"447","Conus moreleti",28,"Inverts (Marshall)","Conidae",NA,"Conidae"
"448","Conus geographus",27,"Inverts (Marshall)","Conidae",NA,"Conidae"
"449","Conus imperialis",22,"Inverts (Marshall)","Conidae",NA,"Conidae"
"450","Conus varius",27,"Inverts (Marshall)","Conidae",NA,"Conidae"
"451","Conus aristophanes",25,"Inverts (Marshall)",NA,NA,"Conidae"
"452","Conus eburneus",28,"Inverts (Marshall)","Conidae",NA,"Conidae"
"453","Conus bandanus",15,"Inverts (Marshall)","Conidae",NA,"Conidae"
"454","Conus omaria",12,"Inverts (Marshall)","Conidae",NA,"Conidae"
"455","Conus chaldaeus",25,"Inverts (Marshall)","Conidae",NA,"Conidae"
"456","Conus araneosus",1.5,"Inverts (Marshall)",NA,NA,"Conidae"
"457","Conus suratensis",23,"Inverts (Marshall)","Conidae",NA,"Conidae"
"458","Conus distans",28,"Inverts (Marshall)","Conidae",NA,"Conidae"
"459","Conus planorbis",22,"Inverts (Marshall)","Conidae",NA,"Conidae"
"460","Conus capitaneus",28.5,"Inverts (Marshall)","Conidae",NA,"Conidae"
"461","Conus tessulatus",19,"Inverts (Marshall)","Conidae",NA,"Conidae"
"462","Conus litteratus",23,"Inverts (Marshall)","Conidae",NA,"Conidae"
"463","Conus miles",21,"Inverts (Marshall)","Conidae",NA,"Conidae"
"464","Conus striatellus",24,"Inverts (Marshall)","Conidae",NA,"Conidae"
"465","Conus striolatus",21,"Inverts (Marshall)",NA,NA,"Conidae"
"466","Conus pennaceus",17,"Inverts (Marshall)","Conidae",NA,"Conidae"
"467","Conus stercusmuscarum",20,"Inverts (Marshall)","Conidae",NA,"Conidae"
"468","Conus coffeae",21,"Inverts (Marshall)","Conidae",NA,"Conidae"
"469","Conus frigidus",22,"Inverts (Marshall)","Conidae",NA,"Conidae"
"470","Astropecten gisselbrecht",3.38,"Inverts (Marshall)",NA,NA,"Astropectentida"
"471","Ctenopleura fisheri",15,"Inverts (Marshall)",NA,NA,"Astropectinidae"
"472","Aquilonastra coronata",30,"Inverts (Marshall)","Asterinidae",NA,"Asterinidae"
"473","Aquilonastra minor",10,"Inverts (Marshall)",NA,NA,"Asterinidae"
"474","Alderia willowi",1.5,"Inverts (Marshall)",NA,NA,"Limapontiidae"
"475","Alderia willowi",1.5,"Inverts (Marshall)",NA,NA,"Limapontiidae"
"476","Alderia willowi",32,"Inverts (Marshall)",NA,NA,"Limapontiidae"
"477","Alderia willowi",32,"Inverts (Marshall)",NA,NA,"Limapontiidae"
"478","Alderia modesta",30.5,"Inverts (Marshall)",NA,NA,"Limapontiidae"
"479","Elysia marcusi",5.5,"Inverts (Marshall)",NA,NA,"Plakobranchidae"
"480","Ficopomatus miamiensis",4,"Inverts (Marshall)",NA,NA,"Serpulidae"
"481","Clione limacina",17.5,"Inverts (Marshall)","Clionidae",NA,"Clionidae"
"482","Branchiomma luctuosum",5,"Inverts (Marshall)",NA,NA,"Sabellidae"
"483","Echinus esculentus",42,"Inverts (Marshall)","Echinidae",NA,"Echinidae"
"484","Galeolaria caespitosa",12,"Inverts (Marshall)",NA,NA,"Serpulidae"
"485","Conus consors",7,"Inverts (Marshall)","Conidae",NA,"Conidae"
"486","Lytechinus variegatus",37,"Inverts (Marshall)","Toxopneustidae",NA,"Toxopneustidae"
"487","Pteraster tesselatus",11,"Inverts (Marshall)","Pterasteridae",NA,"Pterasteridae"
"488","Psolidium bullatum",8,"Inverts (Marshall)",NA,NA,"Psolidae"
"489","Psolus chitonoides",28,"Inverts (Marshall)","Psolidae",NA,"Psolidae"
"490","Doris montereyensis",0.5,"Inverts (Marshall)","Dorididae",NA,"Dorididae"
"491","Eupolymnia heterobranchia",7,"Inverts (Marshall)",NA,NA,"Terebellidae"
"492","Thelepus crispus",2,"Inverts (Marshall)","Terebellidae",NA,"Terebellidae"
"493","Eucidaris tribuloides",25,"Inverts (Marshall)","Cidaridae",NA,"Cidaridae"
"494","Actinopyga serratidens",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"495","Actinopyga echinites",18,"Inverts (Marshall)","Holothuriidae",NA,"Holothuriidae"
"496","Amphiura chiajei",7,"Inverts (Marshall)","Amphiuridae",NA,"Amphiuridae"
"497","Apostichopus japonicus",14,"Inverts (Marshall)","Stichopodidae",NA,"Stichopodidae"
"498","Arbacia punctulata",24,"Inverts (Marshall)",NA,NA,"Curculionoidea"
"499","Aslia lefevrei",49,"Inverts (Marshall)",NA,NA,"Cucumariidae"
"500","Asterias forbesi",25,"Inverts (Marshall)",NA,NA,"Asteriidae"
"501","Asteropsis carinifera",30,"Inverts (Marshall)","Asteropseidae",NA,"Poraniidae"
"502","Astriclypeus mannii",25,"Inverts (Marshall)","Astriclypeidae",NA,""
"503","Astropecten velitaris",5.5,"Inverts (Marshall)","Astropectinidae",NA,"Astropectinidae"
"504","Astropecten polyacanthus",3.5,"Inverts (Marshall)","Astropectinidae",NA,"Astropectinidae"
"505","Certonardoa semiregularis",21,"Inverts (Marshall)",NA,NA,"Ophidiasteridae"
"506","Cryptasterina pentagona",10,"Inverts (Marshall)","Asterinidae",NA,"Asterinidae"
"507","Cryptasterina pentagona",10,"Inverts (Marshall)","Asterinidae",NA,"Asterinidae"
"508","Cucumaria piperata",8.5,"Inverts (Marshall)","Cucumariidae",NA,"Cucumariiadae"
"509","Cucumaria frondosa",46,"Inverts (Marshall)","Cucumariidae",NA,"Cucumariidae"
"510","Diadema setosum",45,"Inverts (Marshall)","Diadematidae",NA,"Diadematidae"
"511","Echinaster purpureus",4,"Inverts (Marshall)",NA,NA,"Echinasteridae"
"512","Echinocardium cordatum",27,"Inverts (Marshall)","Loveniidae",NA,"Loveniidae"
"513","Eucidaris metularia",30,"Inverts (Marshall)","Cidaridae",NA,"Cidaridae"
"514","Eucidaris thouarsii",30,"Inverts (Marshall)","Cidaridae",NA,"Cidaridae"
"515","Eupentacta fraudatrix",6.5,"Inverts (Marshall)",NA,NA,"Sclerodactylida"
"516","Eupentacta quinquesemita",7,"Inverts (Marshall)","Sclerodactylidae",NA,"Sclerodactylida"
"517","Fromia ghardaqana",24,"Inverts (Marshall)",NA,NA,"Ophidiasteridae"
"518","Henricia sanguinolenta",42,"Inverts (Marshall)","Echinasteridae",NA,"Echinasteridae"
"519","Henricia lisa",45,"Inverts (Marshall)",NA,NA,"Echinasteridae"
"520","Heterocentrotus mamillatus",8,"Inverts (Marshall)","Echinometridae",NA,"Echinometridae"
"521","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"522","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"523","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"524","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"525","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"526","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"527","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"528","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"529","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"530","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"531","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"532","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"533","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"534","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"535","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"536","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"537","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"538","Holothuria",28,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"539","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"540","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"541","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"542","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"543","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"544","Holothuria",14,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"545","Holothuria",15,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"546","Holothuria",15,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"547","Holothuria",15,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"548","Holothuria",15,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"549","Holothuria",15,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"550","Holothuria",15,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"551","Holothuria",12,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"552","Holothuria",12,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"553","Holothuria",12,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"554","Holothuria",12,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"555","Holothuria",12,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"556","Holothuria",12,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"557","Iconaster longimanus",10,"Inverts (Marshall)","Goniasteridae",NA,"Goniasteridae"
"558","Jacksonaster depressum",14,"Inverts (Marshall)","Laganidae",NA,"Laganidae"
"559","Labidoplax buskii",11.5,"Inverts (Marshall)",NA,NA,"Synaptidae"
"560","Leptopentacta elongata",9,"Inverts (Marshall)",NA,NA,"Cucumariidae"
"561","Loxechinus albus",26.5,"Inverts (Marshall)","Parechinidae",NA,"Parechinidae"
"562","Luidia alternata",13,"Inverts (Marshall)","Luidiidae",NA,"Luidiidae"
"563","Luidia senegalensis",18,"Inverts (Marshall)","Luidiidae",NA,"Luidiidae"
"564","Luidia quinaria",36,"Inverts (Marshall)","Luidiidae",NA,"Luidiidae"
"565","Luidia ciliaris",28,"Inverts (Marshall)","Luidiidae",NA,"Luidiidae"
"566","Luidia savignyi",12,"Inverts (Marshall)","Luidiidae",NA,"Luidiidae"
"567","Luidia clathrata",28,"Inverts (Marshall)","Luidiidae",NA,"Luidiidae"
"568","Lytechinus pictus",24,"Inverts (Marshall)","Toxopneustidae",NA,"Toxopneustidae"
"569","Meridiastra gunnii",14,"Inverts (Marshall)",NA,NA,"Asterinidae"
"570","Meridiastra calcar",14,"Inverts (Marshall)",NA,NA,"Asterinidae"
"571","Metacrinus rotundus",11,"Inverts (Marshall)","Isselicrinidae",NA,"Isselicrinidae"
"572","Molpadia intermedia",6.5,"Inverts (Marshall)",NA,NA,"Molpadiidae"
"573","Nudechinus gravieri",15,"Inverts (Marshall)",NA,NA,"Toxopneustidae"
"574","Ophiocomina nigra",37.5,"Inverts (Marshall)","Ophiotomidae",NA,"Ophiocomidae"
"575","Ophioderma brevispina",5,"Inverts (Marshall)","Ophiodermatidae",NA,"Ophiodermatidae"
"576","Ophiomaza cacaotica",13,"Inverts (Marshall)","Ophiotrichidae",NA,"Ophiotricidae"
"577","Ophioplocus japonicus",6,"Inverts (Marshall)","Hemieuryalidae",NA,"Ophiolepididae"
"578","Ophiothrix",21,"Inverts (Marshall)",NA,NA,"Ophiotrichidae"
"579","Ophiothrix fragilis",26,"Inverts (Marshall)","Ophiothricidae",NA,"Ophiotricidae"
"580","Paracaudina chilensis",13,"Inverts (Marshall)","Caudinidae",NA,"Caudinidae"
"581","Parechinus angulosus",56,"Inverts (Marshall)",NA,NA,"Echinidae"
"582","Patiria miniata",38,"Inverts (Marshall)","Asterinidae",NA,"Asterinidae"
"583","Pentamera populifera",6.5,"Inverts (Marshall)",NA,NA,"Phyllophoridae"
"584","Prionocidaris baculosa",25,"Inverts (Marshall)","Cidaridae",NA,"Cidaridae"
"585","Psammechinus miliaris",58,"Inverts (Marshall)",NA,NA,"Echinidae"
"586","Pseudocnus echinatus",7.5,"Inverts (Marshall)",NA,NA,"Cucumariidae"
"587","Psolus fabricii",55,"Inverts (Marshall)",NA,NA,"Psolidae"
"588","Psolus phantapus",58.5,"Inverts (Marshall)",NA,NA,"Psolidae"
"589","Scaphechinus mirabilis",29,"Inverts (Marshall)",NA,NA,"Scutellidae"
"590","Solaster endeca",76,"Inverts (Marshall)","Solasteridae",NA,"Solasteridae"
"591","Stichopus",12,"Inverts (Marshall)",NA,NA,"Stichopodidae"
"592","Strongylocentrotus intermedius",32.5,"Inverts (Marshall)",NA,NA,"Strongylocentro"
"593","Tetrapygus niger",107,"Inverts (Marshall)",NA,NA,"Arbaciidae"
"594","Tripneustes gratilla",18,"Inverts (Marshall)","Toxopneustidae",NA,"Toxopneustidae"
"595","Lobophytum compactum",5.5,"Inverts (Marshall)",NA,NA,"Alcyoniidae"
"596","Vermetus",1,"Inverts (Marshall)",NA,NA,"Vermetidae"
"597","Leodia sexiesperforata",5,"Inverts (Marshall)","Mellitidae",NA,"Mellitidae"
"598","Mellita tenuis",10,"Inverts (Marshall)",NA,NA,"Mellitidae"
"599","Florometra serratissima",5,"Inverts (Marshall)","Antedonidae",NA,"Antedonidae"
"600","Ophiothrix oerstedii",4.3,"Inverts (Marshall)","Ophiothricidae",NA,"Ophiotricidae"
"601","Ophiocoma pumila",90,"Inverts (Marshall)","Ophiocomidae",NA,"Ophiocomidae"
"602","Conopea galeata",11.5,"Inverts (Marshall)",NA,NA,"Archaeobalanida"
"603","Tegula funebralis",5,"Inverts (Marshall)","Tegulidae",NA,"Trochidae"
"604","Holopneustes purpurascens",8,"Inverts (Marshall)",NA,NA,"Temnopleuridae"
"605","Peronella japonica",2,"Inverts (Marshall)",NA,NA,"Laganidae"
"606","Phyllacanthus imperialis",4,"Inverts (Marshall)","Cidaridae",NA,"Cidaridae"
