cell_id,n_dives,n_spots,prop_dives,n_dives_extrap
23640,2,2,1.9725422124033453e-5,834
23641,57,29,5.621745305349535e-4,23767
23642,2,1,1.9725422124033453e-5,834
23812,2,2,1.9725422124033453e-5,834
24023,3,3,2.9588133186050183e-5,1251
24024,12,9,1.1835253274420073e-4,5004
24025,203,115,0.0020021303455893956,84645
24026,20,4,1.9725422124033454e-4,8339
24027,411,339,0.004053574246488875,171374
24029,6,4,5.9176266372100366e-5,2502
24031,25,8,2.4656777655041815e-4,10424
24032,1,1,9.862711062016726e-6,417
24033,4,2,3.9450844248066906e-5,1668
24034,1,1,9.862711062016726e-6,417
24160,4,2,3.9450844248066906e-5,1668
24204,36,17,3.5505759823260217e-4,15011
24217,5,5,4.9313555310083636e-5,2085
24420,14,8,1.380779548682342e-4,5838
24421,912,326,0.008994792488559255,380276
24422,424,277,0.004181789490295093,176795
24424,3,1,2.9588133186050183e-5,1251
24425,6,3,5.9176266372100366e-5,2502
24427,2,2,1.9725422124033453e-5,834
24608,22,6,2.16979643364368e-4,9173
24609,30,8,2.958813318605018e-4,12509
24616,2,1,1.9725422124033453e-5,834
24623,4,4,3.9450844248066906e-5,1668
24813,35,32,3.451948871705854e-4,14594
24815,267,37,0.0026333438535584663,111331
24819,2,1,1.9725422124033453e-5,834
24821,1,1,9.862711062016726e-6,417
24822,1,1,9.862711062016726e-6,417
24930,13,8,1.2821524380621745e-4,5421
24987,7,6,6.90389774341171e-5,2919
24998,47,13,4.635474199147862e-4,19598
25021,8,4,7.890168849613381e-5,3336
25207,80,50,7.890168849613382e-4,33358
25209,1,1,9.862711062016726e-6,417
25210,2,2,1.9725422124033453e-5,834
25323,176,157,0.001735837146914944,73387
25375,472,206,0.0046551996212718955,196809
25392,1,1,9.862711062016726e-6,417
25395,1,1,9.862711062016726e-6,417
25597,1,1,9.862711062016726e-6,417
25626,28,14,2.761559097364684e-4,11675
25758,104,82,0.0010257219504497396,43365
26141,2,1,1.9725422124033453e-5,834
26518,20,13,1.9725422124033454e-4,8339
27124,4,3,3.9450844248066906e-5,1668
27125,55,24,5.4244910841092e-4,22933
27126,44,17,4.33959286728736e-4,18347
27127,1,1,9.862711062016726e-6,417
27129,106,8,0.0010454473725737732,44199
27497,2,1,1.9725422124033453e-5,834
27502,1,1,9.862711062016726e-6,417
27503,16,12,1.5780337699226762e-4,6672
27504,1,1,9.862711062016726e-6,417
27505,126,44,0.0012427015938141076,52538
27510,9,7,8.876439955815054e-5,3753
27874,2,1,1.9725422124033453e-5,834
27875,6,6,5.9176266372100366e-5,2502
27876,2,2,1.9725422124033453e-5,834
27878,4,4,3.9450844248066906e-5,1668
28030,1,1,9.862711062016726e-6,417
28031,51,27,5.029982641628531e-4,21265
28258,23,2,2.2684235442638472e-4,9590
28266,3,3,2.9588133186050183e-5,1251
28267,4,4,3.9450844248066906e-5,1668
28293,4,4,3.9450844248066906e-5,1668
28416,54,37,5.325863973489033e-4,22516
28417,8,7,7.890168849613381e-5,3336
28424,13,4,1.2821524380621745e-4,5421
28425,29,2,2.8601862079848507e-4,12092
28691,2,2,1.9725422124033453e-5,834
28807,55,18,5.4244910841092e-4,22933
28810,2,2,1.9725422124033453e-5,834
28815,376,161,0.0037083793593182895,156780
28823,292,60,0.0028799116301088845,121755
28825,100,6,9.862711062016726e-4,41697
29063,5,5,4.9313555310083636e-5,2085
29071,7,7,6.90389774341171e-5,2919
29072,4,3,3.9450844248066906e-5,1668
29092,1,1,9.862711062016726e-6,417
29093,43,23,4.2409657566671926e-4,17930
29094,1,1,9.862711062016726e-6,417
29210,9,6,8.876439955815054e-5,3753
29212,38,25,3.7478302035663565e-4,15845
29213,57,22,5.621745305349535e-4,23767
29214,79,22,7.791541738993215e-4,32941
29215,20,7,1.9725422124033454e-4,8339
29217,30,17,2.958813318605018e-4,12509
29218,45,24,4.438219977907527e-4,18764
29225,3,2,2.9588133186050183e-5,1251
29226,470,87,0.004635474199147862,195975
29227,2,2,1.9725422124033453e-5,834
29249,3,3,2.9588133186050183e-5,1251
29468,6,4,5.9176266372100366e-5,2502
29477,9,9,8.876439955815054e-5,3753
29478,8,8,7.890168849613381e-5,3336
29496,6,2,5.9176266372100366e-5,2502
29497,23,15,2.2684235442638472e-4,9590
29498,19,11,1.8739151017831783e-4,7922
29499,7,7,6.90389774341171e-5,2919
29615,27,17,2.6629319867445164e-4,11258
29616,3,3,2.9588133186050183e-5,1251
29617,92,62,9.073694177055389e-4,38361
29618,11,3,1.08489821682184e-4,4587
29619,68,37,6.706643522171375e-4,28354
29620,221,32,0.0021796591447056967,92150
29622,17,8,1.6766608805428437e-4,7088
29627,354,93,0.003491399715953921,147607
29628,1721,491,0.016973725737730788,717603
29882,2,1,1.9725422124033453e-5,834
29901,1,1,9.862711062016726e-6,417
29902,27,19,2.6629319867445164e-4,11258
29903,34,30,3.3533217610856873e-4,14177
30019,79,51,7.791541738993215e-4,32941
30028,816,320,0.00804797222660565,340247
30029,113,41,0.0011144863500078901,47117
30030,3,2,2.9588133186050183e-5,1251
30035,29,26,2.8601862079848507e-4,12092
30082,2,2,1.9725422124033453e-5,834
30311,36,5,3.5505759823260217e-4,15011
30312,4,1,3.9450844248066906e-5,1668
30313,210,92,0.0020711693230235128,87563
30314,1,1,9.862711062016726e-6,417
30315,3,2,2.9588133186050183e-5,1251
30438,213,59,0.0021007574562095627,88814
30439,784,263,0.007732365472621114,326904
30440,8,5,7.890168849613381e-5,3336
30445,2,2,1.9725422124033453e-5,834
30472,6,4,5.9176266372100366e-5,2502
30498,2,2,1.9725422124033453e-5,834
30729,1,1,9.862711062016726e-6,417
30731,608,303,0.0059965283257061705,253517
30733,63,37,6.213507969070538e-4,26269
30734,4,3,3.9450844248066906e-5,1668
30735,4,2,3.9450844248066906e-5,1668
30736,1,1,9.862711062016726e-6,417
30856,364,128,0.0035900268265740888,151777
30858,9,1,8.876439955815054e-5,3753
30864,1,1,9.862711062016726e-6,417
30868,12,4,1.1835253274420073e-4,5004
30873,2,2,1.9725422124033453e-5,834
30890,157,34,0.0015484456367366262,65464
30891,170,65,0.0016766608805428437,70885
31115,1,1,9.862711062016726e-6,417
31116,1,1,9.862711062016726e-6,417
31121,4,2,3.9450844248066906e-5,1668
31149,3,1,2.9588133186050183e-5,1251
31150,2,1,1.9725422124033453e-5,834
31151,998,855,0.009842985639892693,416135
31154,2,1,1.9725422124033453e-5,834
31156,2,1,1.9725422124033453e-5,834
31276,76,63,7.495660407132713e-4,31690
31277,72,44,7.101151964652043e-4,30022
31278,297,95,0.002929225185418968,123840
31282,7,7,6.90389774341171e-5,2919
31283,4,1,3.9450844248066906e-5,1668
31286,1,1,9.862711062016726e-6,417
31293,2,1,1.9725422124033453e-5,834
31294,114,67,0.001124349061069907,47534
31311,142,64,0.0014005049708063753,59210
31312,336,75,0.00331387091683762,140102
31553,5,2,4.9313555310083636e-5,2085
31554,2,1,1.9725422124033453e-5,834
31571,1,1,9.862711062016726e-6,417
31572,30,30,2.958813318605018e-4,12509
31573,155,121,0.0015287202146125928,64630
31574,31,21,3.0574404292251856e-4,12926
31575,8,4,7.890168849613381e-5,3336
31577,5,4,4.9313555310083636e-5,2085
31697,222,113,0.0021895218557677135,92567
31698,43,6,4.2409657566671926e-4,17930
31699,12,11,1.1835253274420073e-4,5004
31706,1,1,9.862711062016726e-6,417
31713,2,2,1.9725422124033453e-5,834
31714,7,6,6.90389774341171e-5,2919
31715,233,58,0.0022980116774498974,97154
31998,26,22,2.564304876124349e-4,10841
31999,5,4,4.9313555310083636e-5,2085
32000,35,16,3.451948871705854e-4,14594
32002,2,1,1.9725422124033453e-5,834
32003,14,14,1.380779548682342e-4,5838
32004,2,1,1.9725422124033453e-5,834
32005,1,1,9.862711062016726e-6,417
32123,777,205,0.007663326495186997,323985
32125,7,1,6.90389774341171e-5,2919
32129,1,1,9.862711062016726e-6,417
32130,8,3,7.890168849613381e-5,3336
32132,2,1,1.9725422124033453e-5,834
32137,205,79,0.002021855767713429,85479
32138,10,3,9.862711062016727e-5,4170
32139,314,89,0.0030968912734732523,130928
32140,2,2,1.9725422124033453e-5,834
32162,2,2,1.9725422124033453e-5,834
32424,1,1,9.862711062016726e-6,417
32438,1,1,9.862711062016726e-6,417
32439,16,12,1.5780337699226762e-4,6672
32440,88,66,8.67918573457472e-4,36693
32441,1108,362,0.010927883856714534,462002
32443,9,1,8.876439955815054e-5,3753
32445,12,4,1.1835253274420073e-4,5004
32446,238,141,0.002347325232759981,99239
32447,64,52,6.312135079690705e-4,26686
32448,39,33,3.8464573141865234e-4,16262
32449,19,14,1.8739151017831783e-4,7922
32565,276,113,0.0027221082531166166,115083
32566,104,36,0.0010257219504497396,43365
32567,192,55,0.0018936405239072117,80058
32572,136,10,0.001341328704434275,56708
32578,34,19,3.3533217610856873e-4,14177
32579,148,18,0.0014596812371784756,61711
32598,13,4,1.2821524380621745e-4,5421
32604,1,1,9.862711062016726e-6,417
32605,34,12,3.3533217610856873e-4,14177
32844,2,1,1.9725422124033453e-5,834
32845,1,1,9.862711062016726e-6,417
32846,44,27,4.33959286728736e-4,18347
32881,6,3,5.9176266372100366e-5,2502
32882,156,93,0.0015385829256746094,65047
32883,19,14,1.8739151017831783e-4,7922
32889,2,2,1.9725422124033453e-5,834
32891,28,20,2.761559097364684e-4,11675
32892,4,3,3.9450844248066906e-5,1668
32893,1,1,9.862711062016726e-6,417
33009,58,31,5.720372415969701e-4,24184
33010,26,15,2.564304876124349e-4,10841
33014,12,5,1.1835253274420073e-4,5004
33019,2,1,1.9725422124033453e-5,834
33020,10,8,9.862711062016727e-5,4170
33023,29,19,2.8601862079848507e-4,12092
33051,5,1,4.9313555310083636e-5,2085
33052,5,1,4.9313555310083636e-5,2085
33053,37,20,3.649203092946189e-4,15428
33288,2,1,1.9725422124033453e-5,834
33324,1,1,9.862711062016726e-6,417
33327,70,32,6.903897743411708e-4,29188
33330,2,2,1.9725422124033453e-5,834
33336,1,1,9.862711062016726e-6,417
33337,2,1,1.9725422124033453e-5,834
33340,82,51,8.087423070853717e-4,34191
33341,6,3,5.9176266372100366e-5,2502
33453,218,120,0.0021500710115196467,90899
33457,29,2,2.8601862079848507e-4,12092
33458,2,2,1.9725422124033453e-5,834
33463,3,3,2.9588133186050183e-5,1251
33465,1,1,9.862711062016726e-6,417
33494,1,1,9.862711062016726e-6,417
33733,3,2,2.9588133186050183e-5,1251
33781,52,34,5.128609752248698e-4,21682
33782,1,1,9.862711062016726e-6,417
33895,1,1,9.862711062016726e-6,417
33896,34,25,3.3533217610856873e-4,14177
33897,33,19,3.25469465046552e-4,13760
33903,74,36,7.298406185892378e-4,30856
33904,65,28,6.410762190310873e-4,27103
34177,59,24,5.818999526589869e-4,24601
34183,6,4,5.9176266372100366e-5,2502
34213,4,3,3.9450844248066906e-5,1668
34215,3,1,2.9588133186050183e-5,1251
34216,60,46,5.917626637210036e-4,25018
34227,21,1,2.0711693230235126e-4,8756
34228,14,6,1.380779548682342e-4,5838
34341,60,24,5.917626637210036e-4,25018
34342,66,26,6.50938930093104e-4,27520
34348,7,6,6.90389774341171e-5,2919
34374,1,1,9.862711062016726e-6,417
34620,154,62,0.001518857503550576,64213
34654,1,1,9.862711062016726e-6,417
34655,3,2,2.9588133186050183e-5,1251
34661,2,2,1.9725422124033453e-5,834
34662,3,3,2.9588133186050183e-5,1251
34677,3,3,2.9588133186050183e-5,1251
34782,1,1,9.862711062016726e-6,417
34783,7,4,6.90389774341171e-5,2919
34784,4,4,3.9450844248066906e-5,1668
34789,1,1,9.862711062016726e-6,417
34826,105,34,0.0010355846615117564,43782
34829,1,1,9.862711062016726e-6,417
34976,8,2,7.890168849613381e-5,3336
35095,1,1,9.862711062016726e-6,417
35111,2,2,1.9725422124033453e-5,834
35112,4,4,3.9450844248066906e-5,1668
35113,6,6,5.9176266372100366e-5,2502
35114,6,3,5.9176266372100366e-5,2502
35261,7,6,6.90389774341171e-5,2919
35262,129,68,0.0012722897270001578,53789
35273,32,25,3.1560675398453525e-4,13343
35425,5,2,4.9313555310083636e-5,2085
35426,106,47,0.0010454473725737732,44199
35554,4,4,3.9450844248066906e-5,1668
35555,9,7,8.876439955815054e-5,3753
35557,1,1,9.862711062016726e-6,417
35561,42,9,4.142338646047025e-4,17513
35562,4,3,3.9450844248066906e-5,1668
35563,1,1,9.862711062016726e-6,417
35575,128,58,0.001262427015938141,53372
35577,9,7,8.876439955815054e-5,3753
35686,4,4,3.9450844248066906e-5,1668
35720,2,2,1.9725422124033453e-5,834
35721,3,3,2.9588133186050183e-5,1251
35733,202,51,0.001992267634527379,84228
35734,2,2,1.9725422124033453e-5,834
35735,17,13,1.6766608805428437e-4,7088
35888,421,68,0.004152201357109042,175544
35889,15,11,1.479406659302509e-4,6255
36009,1,1,9.862711062016726e-6,417
36014,6,5,5.9176266372100366e-5,2502
36017,19,11,1.8739151017831783e-4,7922
36020,7,6,6.90389774341171e-5,2919
36023,8,3,7.890168849613381e-5,3336
36027,10,9,9.862711062016727e-5,4170
36034,1,1,9.862711062016726e-6,417
36035,50,37,4.931355531008363e-4,20848
36036,99,47,9.76408395139656e-4,41280
36037,11,9,1.08489821682184e-4,4587
36038,89,38,8.777812845194887e-4,37110
36147,201,42,0.001982404923465362,83811
36361,677,157,0.006677055388985324,282288
36362,207,83,0.0020415811898374624,86313
36363,33,20,3.25469465046552e-4,13760
36461,3,3,2.9588133186050183e-5,1251
36462,3,2,2.9588133186050183e-5,1251
36476,5,3,4.9313555310083636e-5,2085
36477,1,1,9.862711062016726e-6,417
36479,242,110,0.002386776077008048,100906
36496,1,1,9.862711062016726e-6,417
36497,2,2,1.9725422124033453e-5,834
36504,2,2,1.9725422124033453e-5,834
36506,10,8,9.862711062016727e-5,4170
36614,1,1,9.862711062016726e-6,417
36835,18,11,1.7752879911630108e-4,7505
36836,569,232,0.005611882594287518,237255
36837,40,27,3.945084424806691e-4,16679
36934,49,27,4.832728420388196e-4,20431
36942,1,1,9.862711062016726e-6,417
36944,20,5,1.9725422124033454e-4,8339
36950,660,194,0.00650938930093104,275199
36951,3,1,2.9588133186050183e-5,1251
36966,15,15,1.479406659302509e-4,6255
37085,14,6,1.380779548682342e-4,5838
37318,1,1,9.862711062016726e-6,417
37319,6,1,5.9176266372100366e-5,2502
37416,19,13,1.8739151017831783e-4,7922
37430,705,300,0.006953211298721793,293963
37431,1842,499,0.01816711377623481,768057
37564,1,1,9.862711062016726e-6,417
37567,13,13,1.2821524380621745e-4,5421
37801,55,29,5.4244910841092e-4,22933
37802,89,23,8.777812845194887e-4,37110
37803,24,5,2.3670506548840146e-4,10007
37913,4,2,3.9450844248066906e-5,1668
37926,8,3,7.890168849613381e-5,3336
37927,3,3,2.9588133186050183e-5,1251
37934,4,3,3.9450844248066906e-5,1668
37936,147,27,0.0014498185261164588,61294
37944,3,2,2.9588133186050183e-5,1251
37945,23,12,2.2684235442638472e-4,9590
38051,14,4,1.380779548682342e-4,5838
38052,34,7,3.3533217610856873e-4,14177
38292,1,1,9.862711062016726e-6,417
38293,191,120,0.001883777812845195,79641
38294,5,2,4.9313555310083636e-5,2085
38379,51,7,5.029982641628531e-4,21265
38392,4,4,3.9450844248066906e-5,1668
38403,3,1,2.9588133186050183e-5,1251
38415,416,190,0.004102887801798958,173459
38416,12,7,1.1835253274420073e-4,5004
38417,21,21,2.0711693230235126e-4,8756
38418,73,58,7.199779075272211e-4,30439
38434,7,7,6.90389774341171e-5,2919
38538,4,2,3.9450844248066906e-5,1668
38540,1,1,9.862711062016726e-6,417
38779,4,4,3.9450844248066906e-5,1668
38780,6,5,5.9176266372100366e-5,2502
38864,14,2,1.380779548682342e-4,5838
38867,46,7,4.5368470885276944e-4,19181
38879,44,13,4.33959286728736e-4,18347
38881,12,9,1.1835253274420073e-4,5004
38882,6,6,5.9176266372100366e-5,2502
38893,2,1,1.9725422124033453e-5,834
38905,188,79,0.0018541896796591447,78390
38921,3,3,2.9588133186050183e-5,1251
38922,2,1,1.9725422124033453e-5,834
38923,6,5,5.9176266372100366e-5,2502
38924,1,1,9.862711062016726e-6,417
39027,21,12,2.0711693230235126e-4,8756
39028,14,6,1.380779548682342e-4,5838
39029,1,1,9.862711062016726e-6,417
39356,34,2,3.3533217610856873e-4,14177
39359,39,11,3.8464573141865234e-4,16262
39383,20,15,1.9725422124033454e-4,8339
39384,9,9,8.876439955815054e-5,3753
39402,49,27,4.832728420388196e-4,20431
39403,2,2,1.9725422124033453e-5,834
39411,1,1,9.862711062016726e-6,417
39412,5,3,4.9313555310083636e-5,2085
39413,24,10,2.3670506548840146e-4,10007
39415,137,60,0.0013511914154962915,57125
39417,40,3,3.945084424806691e-4,16679
39419,31,3,3.0574404292251856e-4,12926
39422,10,6,9.862711062016727e-5,4170
39519,18,8,1.7752879911630108e-4,7505
39520,3,3,2.9588133186050183e-5,1251
39872,1,1,9.862711062016726e-6,417
39874,27,19,2.6629319867445164e-4,11258
39892,291,78,0.0028700489190468677,121338
39893,17,9,1.6766608805428437e-4,7088
39894,68,17,6.706643522171375e-4,28354
39895,80,23,7.890168849613382e-4,33358
39902,1,1,9.862711062016726e-6,417
39903,1,1,9.862711062016726e-6,417
39909,29,24,2.8601862079848507e-4,12092
39910,60,25,5.917626637210036e-4,25018
39911,141,54,0.0013906422597443585,58793
39912,8,7,7.890168849613381e-5,3336
39913,10,8,9.862711062016727e-5,4170
39914,26,10,2.564304876124349e-4,10841
39915,14,5,1.380779548682342e-4,5838
39916,55,26,5.4244910841092e-4,22933
39917,51,35,5.029982641628531e-4,21265
39918,86,59,8.481931513334385e-4,35859
39920,2,2,1.9725422124033453e-5,834
39921,237,43,0.002337462521697964,98822
40013,11,4,1.08489821682184e-4,4587
40014,2,1,1.9725422124033453e-5,834
40082,3,1,2.9588133186050183e-5,1251
40083,1,1,9.862711062016726e-6,417
40370,1,1,9.862711062016726e-6,417
40371,277,134,0.0027319709641786334,115500
40372,14,14,1.380779548682342e-4,5838
40410,8,8,7.890168849613381e-5,3336
40412,32,23,3.1560675398453525e-4,13343
40413,2,2,1.9725422124033453e-5,834
40414,2,2,1.9725422124033453e-5,834
40416,153,102,0.0015089947924885592,63796
40417,4,4,3.9450844248066906e-5,1668
40418,1,1,9.862711062016726e-6,417
40420,46,34,4.5368470885276944e-4,19181
40514,1,1,9.862711062016726e-6,417
40872,17,6,1.6766608805428437e-4,7088
40874,142,58,0.0014005049708063753,59210
40875,105,26,0.0010355846615117564,43782
40919,1,1,9.862711062016726e-6,417
40922,68,40,6.706643522171375e-4,28354
40923,85,60,8.383304402714218e-4,35442
41024,12,1,1.1835253274420073e-4,5004
41380,1,1,9.862711062016726e-6,417
41381,46,12,4.5368470885276944e-4,19181
41382,75,31,7.397033296512545e-4,31273
41383,111,42,0.0010947609278838567,46284
41431,5,2,4.9313555310083636e-5,2085
41433,57,37,5.621745305349535e-4,23767
41455,6,3,5.9176266372100366e-5,2502
41504,8,3,7.890168849613381e-5,3336
41505,13,7,1.2821524380621745e-4,5421
41532,3,1,2.9588133186050183e-5,1251
41533,12,5,1.1835253274420073e-4,5004
41593,2,2,1.9725422124033453e-5,834
41892,12,10,1.1835253274420073e-4,5004
41895,49,29,4.832728420388196e-4,20431
41896,19,14,1.8739151017831783e-4,7922
41899,19,17,1.8739151017831783e-4,7922
41900,7,7,6.90389774341171e-5,2919
42018,6,4,5.9176266372100366e-5,2502
42019,18,5,1.7752879911630108e-4,7505
42022,44,16,4.33959286728736e-4,18347
42023,273,80,0.0026925201199305667,113833
42046,5,2,4.9313555310083636e-5,2085
42137,19,1,1.8739151017831783e-4,7922
42417,1,1,9.862711062016726e-6,417
42419,248,112,0.0024459523433801485,103408
42420,880,502,0.00867918573457472,366933
42421,67,65,6.608016411551207e-4,27937
42422,9,9,8.876439955815054e-5,3753
42468,22,10,2.16979643364368e-4,9173
42469,118,38,0.0011637999053179739,49202
42470,30,29,2.958813318605018e-4,12509
42544,4,2,3.9450844248066906e-5,1668
42545,5,4,4.9313555310083636e-5,2085
42618,3,3,2.9588133186050183e-5,1251
42942,12,10,1.1835253274420073e-4,5004
42944,7,4,6.90389774341171e-5,2919
42952,2,1,1.9725422124033453e-5,834
42955,25,18,2.4656777655041815e-4,10424
42973,1,1,9.862711062016726e-6,417
42984,5,3,4.9313555310083636e-5,2085
43004,75,19,7.397033296512545e-4,31273
43080,1,1,9.862711062016726e-6,417
43179,20,13,1.9725422124033454e-4,8339
43532,30,22,2.958813318605018e-4,12509
43672,22,11,2.16979643364368e-4,9173
43779,66,12,6.50938930093104e-4,27520
44061,16,8,1.5780337699226762e-4,6672
44145,1,1,9.862711062016726e-6,417
44261,4,2,3.9450844248066906e-5,1668
44310,109,11,0.0010750355057598234,45450
44594,119,72,0.0011736626163799905,49619
44595,26,12,2.564304876124349e-4,10841
44680,14,11,1.380779548682342e-4,5838
44794,28,10,2.761559097364684e-4,11675
44796,6,6,5.9176266372100366e-5,2502
45130,17,8,1.6766608805428437e-4,7088
45299,1,1,9.862711062016726e-6,417
45331,3,1,2.9588133186050183e-5,1251
45379,2,2,1.9725422124033453e-5,834
45670,129,29,0.0012722897270001578,53789
45875,565,135,0.005572431750039451,235587
45876,33,13,3.25469465046552e-4,13760
45923,6,4,5.9176266372100366e-5,2502
46178,25,13,2.4656777655041815e-4,10424
46206,3,3,2.9588133186050183e-5,1251
46211,19,4,1.8739151017831783e-4,7922
46217,6,4,5.9176266372100366e-5,2502
46218,3,3,2.9588133186050183e-5,1251
46221,36,8,3.5505759823260217e-4,15011
46341,2,1,1.9725422124033453e-5,834
46429,3,3,2.9588133186050183e-5,1251
46430,333,102,0.00328428278365157,138851
46431,1,1,9.862711062016726e-6,417
46435,37,10,3.649203092946189e-4,15428
46476,192,85,0.0018936405239072117,80058
46477,29,16,2.8601862079848507e-4,12092
46777,68,20,6.706643522171375e-4,28354
46925,1,1,9.862711062016726e-6,417
46963,750,76,0.007397033296512545,312727
46987,1,1,9.862711062016726e-6,417
46988,1,1,9.862711062016726e-6,417
46989,114,56,0.001124349061069907,47534
46992,7,3,6.90389774341171e-5,2919
46993,4,4,3.9450844248066906e-5,1668
47292,66,37,6.50938930093104e-4,27520
47315,183,60,0.0018048761243490612,76305
47317,375,101,0.0036985166482562727,156363
47332,93,32,9.172321287675557e-4,38778
47346,4,4,3.9450844248066906e-5,1668
47381,6,6,5.9176266372100366e-5,2502
47422,16,9,1.5780337699226762e-4,6672
47510,4,2,3.9450844248066906e-5,1668
47521,1,1,9.862711062016726e-6,417
47523,6,4,5.9176266372100366e-5,2502
47524,280,43,0.0027615590973646834,116751
47525,3,3,2.9588133186050183e-5,1251
47526,14,1,1.380779548682342e-4,5838
47527,47,11,4.635474199147862e-4,19598
47548,1,1,9.862711062016726e-6,417
47549,7,7,6.90389774341171e-5,2919
47552,7,2,6.90389774341171e-5,2919
47555,3,2,2.9588133186050183e-5,1251
47556,34,5,3.3533217610856873e-4,14177
47853,19,12,1.8739151017831783e-4,7922
47880,1008,333,0.009941612750512861,420305
47881,1901,862,0.018749013728893798,792658
47884,15,8,1.479406659302509e-4,6255
47885,1,1,9.862711062016726e-6,417
47894,130,46,0.0012821524380621746,54206
47987,2,1,1.9725422124033453e-5,834
48038,1,1,9.862711062016726e-6,417
48051,10,2,9.862711062016727e-5,4170
48052,6,2,5.9176266372100366e-5,2502
48076,68,26,6.706643522171375e-4,28354
48086,12,9,1.1835253274420073e-4,5004
48090,1,1,9.862711062016726e-6,417
48091,2,1,1.9725422124033453e-5,834
48092,1,1,9.862711062016726e-6,417
48093,24,9,2.3670506548840146e-4,10007
48114,12,7,1.1835253274420073e-4,5004
48115,128,76,0.001262427015938141,53372
48116,2,1,1.9725422124033453e-5,834
48118,238,49,0.002347325232759981,99239
48453,3,3,2.9588133186050183e-5,1251
48454,10,6,9.862711062016727e-5,4170
48469,4,1,3.9450844248066906e-5,1668
48515,5,4,4.9313555310083636e-5,2085
48556,11,4,1.08489821682184e-4,4587
48557,15,8,1.479406659302509e-4,6255
48621,2,1,1.9725422124033453e-5,834
48647,6,2,5.9176266372100366e-5,2502
48665,153,32,0.0015089947924885592,63796
48688,10,4,9.862711062016727e-5,4170
48691,2,2,1.9725422124033453e-5,834
48696,18,5,1.7752879911630108e-4,7505
48778,4,4,3.9450844248066906e-5,1668
49013,64,41,6.312135079690705e-4,26686
49014,3,3,2.9588133186050183e-5,1251
49037,38,25,3.7478302035663565e-4,15845
49227,5,1,4.9313555310083636e-5,2085
49257,102,38,0.0010059965283257062,42531
49265,375,128,0.0036985166482562727,156363
49562,3,3,2.9588133186050183e-5,1251
49585,11,2,1.08489821682184e-4,4587
49741,1,1,9.862711062016726e-6,417
49787,1,1,9.862711062016726e-6,417
49788,4,3,3.9450844248066906e-5,1668
49795,2,2,1.9725422124033453e-5,834
49819,4,2,3.9450844248066906e-5,1668
49822,1,1,9.862711062016726e-6,417
49823,1,1,9.862711062016726e-6,417
49829,4,2,3.9450844248066906e-5,1668
50126,103,61,0.001015859239387723,42948
50141,2,2,1.9725422124033453e-5,834
50142,21,16,2.0711693230235126e-4,8756
50146,23,10,2.2684235442638472e-4,9590
50147,14,3,1.380779548682342e-4,5838
50148,14,10,1.380779548682342e-4,5838
50152,21,10,2.0711693230235126e-4,8756
50153,1,1,9.862711062016726e-6,417
50297,2,1,1.9725422124033453e-5,834
50345,34,8,3.3533217610856873e-4,14177
50352,67,37,6.608016411551207e-4,27937
50353,15,7,1.479406659302509e-4,6255
50381,2,2,1.9725422124033453e-5,834
50390,25,14,2.4656777655041815e-4,10424
50391,3,3,2.9588133186050183e-5,1251
50392,2,2,1.9725422124033453e-5,834
50707,26,16,2.564304876124349e-4,10841
50713,7,3,6.90389774341171e-5,2919
50856,1,1,9.862711062016726e-6,417
50900,2,1,1.9725422124033453e-5,834
50903,1482,133,0.01461653779390879,617948
50904,472,122,0.0046551996212718955,196809
50910,2,2,1.9725422124033453e-5,834
50912,16,9,1.5780337699226762e-4,6672
50939,5,3,4.9313555310083636e-5,2085
50940,2,2,1.9725422124033453e-5,834
50946,3,3,2.9588133186050183e-5,1251
50948,270,105,0.0026629319867445163,112582
50949,220,47,0.00216979643364368,91733
50950,1,1,9.862711062016726e-6,417
50951,2,2,1.9725422124033453e-5,834
50952,43,30,4.2409657566671926e-4,17930
51250,23,8,2.2684235442638472e-4,9590
51251,2,2,1.9725422124033453e-5,834
51257,31,12,3.0574404292251856e-4,12926
51264,1,1,9.862711062016726e-6,417
51265,14,7,1.380779548682342e-4,5838
51455,3,3,2.9588133186050183e-5,1251
51457,19,6,1.8739151017831783e-4,7922
51458,19,9,1.8739151017831783e-4,7922
51459,13,8,1.2821524380621745e-4,5421
51495,12,6,1.1835253274420073e-4,5004
51496,1,1,9.862711062016726e-6,417
51502,43,15,4.2409657566671926e-4,17930
51504,4,3,3.9450844248066906e-5,1668
51505,536,187,0.005286413129240965,223495
51506,35,12,3.451948871705854e-4,14594
51507,46,33,4.5368470885276944e-4,19181
51510,2,2,1.9725422124033453e-5,834
51534,9,5,8.876439955815054e-5,3753
51807,9,7,8.876439955815054e-5,3753
51808,27,22,2.6629319867445164e-4,11258
51813,2,2,1.9725422124033453e-5,834
51820,5,5,4.9313555310083636e-5,2085
52008,8,6,7.890168849613381e-5,3336
52010,3,1,2.9588133186050183e-5,1251
52011,236,54,0.0023275998106359478,98405
52012,8,7,7.890168849613381e-5,3336
52060,307,120,0.003027852296039135,128009
52061,274,250,0.002702382830992583,114249
52063,11,9,1.08489821682184e-4,4587
52064,12,9,1.1835253274420073e-4,5004
52090,2,2,1.9725422124033453e-5,834
52364,17,11,1.6766608805428437e-4,7088
52365,1,1,9.862711062016726e-6,417
