cell_id,n_dives,n_spots,prop_dives,n_dives_extrap
112480,5,1,4.9313555310083636e-5,2085
112481,10,6,9.862711062016727e-5,4170
112482,20,2,1.9725422124033454e-4,8339
112523,6,4,5.9176266372100366e-5,2502
112524,17,5,1.6766608805428437e-4,7088
112525,9,4,8.876439955815054e-5,3753
113069,34,7,3.3533217610856873e-4,14177
113104,3,3,2.9588133186050183e-5,1251
113112,78,21,7.692914628373047e-4,32524
113113,15,14,1.479406659302509e-4,6255
113308,2,2,1.9725422124033453e-5,834
113655,1,1,9.862711062016726e-6,417
113698,16,2,1.5780337699226762e-4,6672
113699,127,35,0.0012525643048761244,52955
113700,22,16,2.16979643364368e-4,9173
113701,15,15,1.479406659302509e-4,6255
114239,5,5,4.9313555310083636e-5,2085
114240,3,3,2.9588133186050183e-5,1251
114283,4,4,3.9450844248066906e-5,1668
114285,12,11,1.1835253274420073e-4,5004
114866,6,4,5.9176266372100366e-5,2502
114868,7,3,6.90389774341171e-5,2919
115400,6,2,5.9176266372100366e-5,2502
115401,11,3,1.08489821682184e-4,4587
115402,2,2,1.9725422124033453e-5,834
115403,27,11,2.6629319867445164e-4,11258
115644,4,1,3.9450844248066906e-5,1668
115987,2,1,1.9725422124033453e-5,834
115988,1,1,9.862711062016726e-6,417
115991,452,79,0.0044579454000315604,188470
115992,30,9,2.958813318605018e-4,12509
117182,3,3,2.9588133186050183e-5,1251
117769,1,1,9.862711062016726e-6,417
119187,5,3,4.9313555310083636e-5,2085
119541,2,2,1.9725422124033453e-5,834
119588,4,1,3.9450844248066906e-5,1668
119589,9,3,8.876439955815054e-5,3753
119590,4,4,3.9450844248066906e-5,1668
119778,1,1,9.862711062016726e-6,417
120175,53,24,5.227236862868866e-4,22099
120176,22,11,2.16979643364368e-4,9173
120360,1,1,9.862711062016726e-6,417
120716,1,1,9.862711062016726e-6,417
120947,5,5,4.9313555310083636e-5,2085
121526,19,10,1.8739151017831783e-4,7922
121527,4,4,3.9450844248066906e-5,1668
121875,1,1,9.862711062016726e-6,417
121876,5,2,4.9313555310083636e-5,2085
121877,5,1,4.9313555310083636e-5,2085
122455,3,2,2.9588133186050183e-5,1251
123828,3,1,2.9588133186050183e-5,1251
124207,5,5,4.9313555310083636e-5,2085
127022,3,2,2.9588133186050183e-5,1251
142459,1,1,9.862711062016726e-6,417
144196,2,2,1.9725422124033453e-5,834
144615,2,2,1.9725422124033453e-5,834
145829,1,1,9.862711062016726e-6,417
